년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2021-04,제주시,용담2동,과실 및 채소 소매업,1358,95811850,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,건강보조식품 소매업,14,2443600,16349624.322999999,2021-07-28
2021-04,제주시,용담1동,화장품 및 방향제 소매업,17,1909000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,호텔업,20,8840070,7362840.151000001,2021-07-28
2021-04,제주시,용담2동,마사지업,6,720000,16349624.322999999,2021-07-28
2021-04,제주시,용담1동,한식 음식점업,6391,296838554,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,택시 운송업,31,279780,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,체인화 편의점,6806,62140431,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,차량용 주유소 운영업,2205,98825752,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,차량용 가스 충전업,980,30924839,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,중식 음식점업,375,10344500,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,자동차 임대업,146,7955600,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",438,6734000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,일식 음식점업,355,49634000,7362840.151000001,2021-07-28
2021-04,제주시,용담2동,면세점,84141,11844539790,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,빵 및 과자류 소매업,9252,167957430,16349624.322999999,2021-07-28
2021-04,제주시,애월읍,화장품 및 방향제 소매업,217,15837040,46201607.506000005,2021-07-28
2021-04,제주시,용담2동,중식 음식점업,2257,46138175,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,전시 및 행사 대행업,1,200000,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,자동차 임대업,10921,1229465076,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,일식 음식점업,2758,127811240,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,육류 소매업,811,44882920,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,비알콜 음료점업,8614,88121900,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,욕탕업,569,12661100,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,여행사업,1059,99984785,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,여관업,375,25398303,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,스포츠 및 레크레이션 용품 임대업,430,39335170,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,슈퍼마켓,11936,254846412,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,수산물 소매업,781,80162720,16349624.322999999,2021-07-28
2021-04,제주시,용담2동,서양식 음식점업,4955,86035510,16349624.322999999,2021-07-28
2021-04,제주시,화북동,화장품 및 방향제 소매업,123,14204170,25996203.316,2021-07-28
2021-04,제주시,용담1동,일반유흥 주점업,61,31140000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,육류 소매업,1420,123832000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,욕탕업,58,379500,7362840.151000001,2021-07-28
2021-04,제주시,외도동,체인화 편의점,19499,202515270,12828411.240999999,2021-07-28
2021-04,제주시,외도동,차량용 주유소 운영업,4698,269524971,12828411.240999999,2021-07-28
2021-04,제주시,외도동,차량용 가스 충전업,1086,63040339,12828411.240999999,2021-07-28
2021-04,제주시,외도동,중식 음식점업,1447,39040400,12828411.240999999,2021-07-28
2021-04,제주시,외도동,전시 및 행사 대행업,6,100200,12828411.240999999,2021-07-28
2021-04,제주시,외도동,자동차 임대업,849,103917120,12828411.240999999,2021-07-28
2021-04,제주시,외도동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3044,45774220,12828411.240999999,2021-07-28
2021-04,제주시,외도동,일식 음식점업,762,55237100,12828411.240999999,2021-07-28
2021-04,제주시,외도동,육류 소매업,472,84351354,12828411.240999999,2021-07-28
2021-04,제주시,외도동,욕탕업,1,5000,12828411.240999999,2021-07-28
2021-04,제주시,외도동,여행사업,2,1378000,12828411.240999999,2021-07-28
2021-04,제주시,외도동,여관업,580,10517700,12828411.240999999,2021-07-28
2021-04,제주시,외도동,스포츠 및 레크레이션 용품 임대업,293,13670500,12828411.240999999,2021-07-28
2021-04,제주시,외도동,슈퍼마켓,15985,416820470,12828411.240999999,2021-07-28
2021-04,제주시,외도동,일반유흥 주점업,33,8345000,12828411.240999999,2021-07-28
2021-04,제주시,외도동,한식 음식점업,16474,638945980,12828411.240999999,2021-07-28
2021-04,제주시,외도동,호텔업,395,42657473,12828411.240999999,2021-07-28
2021-04,제주시,외도동,화장품 및 방향제 소매업,238,11516030,12828411.240999999,2021-07-28
2021-04,제주시,용담1동,여행사업,16,14312000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,여관업,113,42511000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,스포츠 및 레크레이션 용품 임대업,116,12607500,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,슈퍼마켓,1834,23664700,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,수산물 소매업,70,13642000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,서양식 음식점업,335,5475500,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,빵 및 과자류 소매업,559,14739650,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,비알콜 음료점업,162,8919100,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,기타 주점업,212,34939000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,기타 외국식 음식점업,29,2864000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,기타 수상오락 서비스업,15,2821000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,그외 기타 종합 소매업,2,630000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,관광 민예품 및 선물용품 소매업,6,4974000,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,과실 및 채소 소매업,482,32813800,7362840.151000001,2021-07-28
2021-04,제주시,용담1동,건강보조식품 소매업,7,1340000,7362840.151000001,2021-07-28
2021-04,제주시,외도동,서양식 음식점업,2623,55407830,12828411.240999999,2021-07-28
2021-04,제주시,애월읍,호텔업,87,8237197,46201607.506000005,2021-07-28
2021-04,제주시,봉개동,전시 및 행사 대행업,1,11000,6917712.252,2021-07-28
2021-04,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",3378,66547200,46201607.506000005,2021-07-28
2021-04,제주시,삼도2동,스포츠 및 레크레이션 용품 임대업,256,30583200,7423223.594,2021-07-28
2021-04,제주시,삼도2동,슈퍼마켓,2169,37702630,7423223.594,2021-07-28
2021-04,제주시,삼도2동,수산물 소매업,26,15204000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,서양식 음식점업,1400,29996114,7423223.594,2021-07-28
2021-04,제주시,삼도2동,빵 및 과자류 소매업,1456,19054240,7423223.594,2021-07-28
2021-04,제주시,삼도2동,비알콜 음료점업,712,4360000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,여관업,437,47201158,7423223.594,2021-07-28
2021-04,제주시,삼도2동,기타음식료품위주종합소매업,1,33700,7423223.594,2021-07-28
2021-04,제주시,삼도2동,기타 외국식 음식점업,126,6347000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,기타 대형 종합 소매업,14491,1011275350,7423223.594,2021-07-28
2021-04,제주시,삼도2동,그외 기타 종합 소매업,49,63205000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,그외 기타 스포츠시설 운영업,1,50000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,관광 민예품 및 선물용품 소매업,153,10421800,7423223.594,2021-07-28
2021-04,제주시,삼도2동,과실 및 채소 소매업,215,20179950,7423223.594,2021-07-28
2021-04,제주시,삼도2동,기타 주점업,192,26605400,7423223.594,2021-07-28
2021-04,제주시,삼도2동,건강보조식품 소매업,7,450400,7423223.594,2021-07-28
2021-04,제주시,삼도2동,여행사업,2,9000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,육류 소매업,75,15468800,7423223.594,2021-07-28
2021-04,제주시,삼양동,기타 주점업,101,12858000,20109910.403,2021-07-28
2021-04,제주시,삼양동,기타 외국식 음식점업,186,7096200,20109910.403,2021-07-28
2021-04,제주시,삼양동,그외 기타 종합 소매업,6,1175000,20109910.403,2021-07-28
2021-04,제주시,삼양동,과실 및 채소 소매업,642,73389730,20109910.403,2021-07-28
2021-04,제주시,삼양동,건강보조식품 소매업,6,719900,20109910.403,2021-07-28
2021-04,제주시,삼도2동,화장품 및 방향제 소매업,35,14407709,7423223.594,2021-07-28
2021-04,제주시,삼도2동,욕탕업,144,3128000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,호텔업,2168,454073445,7423223.594,2021-07-28
2021-04,제주시,삼도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",629,8513150,7423223.594,2021-07-28
2021-04,제주시,삼도2동,체인화 편의점,18666,189535300,7423223.594,2021-07-28
2021-04,제주시,삼도2동,중식 음식점업,651,18169000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,전시 및 행사 대행업,10,2130900,7423223.594,2021-07-28
2021-04,제주시,삼도2동,일식 음식점업,267,24089000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,일반유흥 주점업,108,25460000,7423223.594,2021-07-28
2021-04,제주시,삼도2동,한식 음식점업,20941,768515157,7423223.594,2021-07-28
2021-04,제주시,삼도1동,화장품 및 방향제 소매업,121,16031722,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,호텔업,305,67658211,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,한식 음식점업,8348,298664797,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,기타 외국식 음식점업,152,4387500,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,그외 기타 종합 소매업,4,8480000,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,그외 기타 스포츠시설 운영업,1,130000,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,관광 민예품 및 선물용품 소매업,32,5718000,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,과실 및 채소 소매업,285,46940500,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,건강보조식품 소매업,71,12284560,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,기타 주점업,477,87600000,11344642.179000001,2021-07-28
2021-04,제주시,봉개동,휴양콘도 운영업,900,138896144,6917712.252,2021-07-28
2021-04,제주시,봉개동,체인화 편의점,7596,87058790,6917712.252,2021-07-28
2021-04,제주시,봉개동,차량용 주유소 운영업,6958,401693314,6917712.252,2021-07-28
2021-04,제주시,봉개동,차량용 가스 충전업,20,3021205,6917712.252,2021-07-28
2021-04,제주시,봉개동,중식 음식점업,444,11938000,6917712.252,2021-07-28
2021-04,제주시,봉개동,육류 소매업,21,12047200,6917712.252,2021-07-28
2021-04,제주시,용담2동,체인화 편의점,37755,288301280,16349624.322999999,2021-07-28
2021-04,제주시,봉개동,한식 음식점업,5792,179355580,6917712.252,2021-07-28
2021-04,제주시,삼도1동,마사지업,1,30000,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,비알콜 음료점업,507,4473200,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,빵 및 과자류 소매업,1349,23017120,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",409,8102600,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,체인화 편의점,12852,117585300,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,차량용 주유소 운영업,693,34504817,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,중식 음식점업,930,26986500,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,전시 및 행사 대행업,2,350000,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,일식 음식점업,250,16188200,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,일반유흥 주점업,254,81665000,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,육류 소매업,420,48125192,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,욕탕업,189,9230500,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,여행사업,4,1657600,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,여관업,527,29393627,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,스포츠 및 레크레이션 용품 임대업,108,29482460,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,슈퍼마켓,17797,525233790,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,수산물 소매업,18,1778000,11344642.179000001,2021-07-28
2021-04,제주시,삼도1동,서양식 음식점업,734,11125600,11344642.179000001,2021-07-28
2021-04,제주시,삼양동,기타음식료품위주종합소매업,2079,50988850,20109910.403,2021-07-28
2021-04,제주시,애월읍,한식 음식점업,49084,2049456994,46201607.506000005,2021-07-28
2021-04,제주시,삼양동,비알콜 음료점업,4350,32707820,20109910.403,2021-07-28
2021-04,제주시,삼양동,서양식 음식점업,3209,53503460,20109910.403,2021-07-28
2021-04,제주시,애월읍,기타음식료품위주종합소매업,22278,1207113906,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,기타 주점업,36,7840000,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,기타 외국식 음식점업,1144,27582500,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,그외 기타 종합 소매업,16,5620000,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,그외 기타 스포츠시설 운영업,70,9375400,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,관광 민예품 및 선물용품 소매업,6349,153964080,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,마사지업,6,1160000,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,과실 및 채소 소매업,1880,134207225,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,건강보조식품 소매업,12,580000,46201607.506000005,2021-07-28
2021-04,제주시,아라동,화장품 및 방향제 소매업,186,26358120,46354710.219,2021-07-28
2021-04,제주시,아라동,한식 음식점업,32901,1242482450,46354710.219,2021-07-28
2021-04,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",4691,84992550,46354710.219,2021-07-28
2021-04,제주시,아라동,체인화 편의점,53466,495960418,46354710.219,2021-07-28
2021-04,제주시,아라동,차량용 주유소 운영업,7871,461381790,46354710.219,2021-07-28
2021-04,제주시,애월읍,골프장 운영업,5513,1346545025,46201607.506000005,2021-07-28
2021-04,제주시,아라동,차량용 가스 충전업,267,31448700,46354710.219,2021-07-28
2021-04,제주시,애월읍,비알콜 음료점업,7802,96105790,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,서양식 음식점업,20259,494646962,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,체인화 편의점,52100,546593220,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,차량용 주유소 운영업,24753,1745464937,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,차량용 가스 충전업,268,27266845,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,중식 음식점업,2574,66852306,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,전시 및 행사 대행업,1709,49775420,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,자동차 임대업,318,36483340,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,빵 및 과자류 소매업,8024,169904530,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,일식 음식점업,2107,147305000,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,육류 소매업,318,42844440,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,여행사업,5,1840000,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,여관업,3247,315954774,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,스포츠 및 레크레이션 용품 임대업,593,17103500,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,슈퍼마켓,9482,233353485,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,수산물 소매업,205,11095100,46201607.506000005,2021-07-28
2021-04,제주시,애월읍,일반유흥 주점업,34,7061000,46201607.506000005,2021-07-28
2021-04,제주시,아라동,중식 음식점업,2462,65124120,46354710.219,2021-07-28
2021-04,제주시,아라동,전시 및 행사 대행업,54,8521000,46354710.219,2021-07-28
2021-04,제주시,아라동,일식 음식점업,2248,144313200,46354710.219,2021-07-28
2021-04,제주시,삼양동,한식 음식점업,15841,564275385,20109910.403,2021-07-28
2021-04,제주시,삼양동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3081,41310220,20109910.403,2021-07-28
2021-04,제주시,삼양동,체인화 편의점,19593,196681910,20109910.403,2021-07-28
2021-04,제주시,삼양동,차량용 주유소 운영업,4801,313488285,20109910.403,2021-07-28
2021-04,제주시,삼양동,차량용 가스 충전업,171,25113960,20109910.403,2021-07-28
2021-04,제주시,삼양동,중식 음식점업,1803,45885760,20109910.403,2021-07-28
2021-04,제주시,삼양동,화장품 및 방향제 소매업,338,13384700,20109910.403,2021-07-28
2021-04,제주시,삼양동,전시 및 행사 대행업,16,1261500,20109910.403,2021-07-28
2021-04,제주시,삼양동,육류 소매업,748,93786078,20109910.403,2021-07-28
2021-04,제주시,삼양동,욕탕업,416,12496000,20109910.403,2021-07-28
2021-04,제주시,삼양동,여관업,129,8799600,20109910.403,2021-07-28
2021-04,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,581,23830800,20109910.403,2021-07-28
2021-04,제주시,삼양동,슈퍼마켓,19278,583432284,20109910.403,2021-07-28
2021-04,제주시,삼양동,수산물 소매업,266,34063000,20109910.403,2021-07-28
2021-04,제주시,삼양동,일식 음식점업,718,39027400,20109910.403,2021-07-28
2021-04,제주시,아라동,건강보조식품 소매업,8,778900,46354710.219,2021-07-28
2021-04,제주시,아라동,골프장 운영업,2938,312582917,46354710.219,2021-07-28
2021-04,제주시,아라동,과실 및 채소 소매업,375,32703200,46354710.219,2021-07-28
2021-04,제주시,아라동,육류 소매업,1050,69167780,46354710.219,2021-07-28
2021-04,제주시,아라동,욕탕업,50,582500,46354710.219,2021-07-28
2021-04,제주시,아라동,여행사업,3,2277200,46354710.219,2021-07-28
2021-04,제주시,아라동,여관업,752,76024836,46354710.219,2021-07-28
2021-04,제주시,아라동,스포츠 및 레크레이션 용품 임대업,443,55482250,46354710.219,2021-07-28
2021-04,제주시,아라동,슈퍼마켓,28095,687825799,46354710.219,2021-07-28
2021-04,제주시,아라동,수산물 소매업,220,6028570,46354710.219,2021-07-28
2021-04,제주시,아라동,서양식 음식점업,16055,296566412,46354710.219,2021-07-28
2021-04,제주시,아라동,빵 및 과자류 소매업,5894,101864760,46354710.219,2021-07-28
2021-04,제주시,아라동,비알콜 음료점업,11725,106638670,46354710.219,2021-07-28
2021-04,제주시,아라동,마사지업,1,55000,46354710.219,2021-07-28
2021-04,제주시,아라동,기타음식료품위주종합소매업,3736,175102730,46354710.219,2021-07-28
2021-04,제주시,아라동,기타 외국식 음식점업,1475,46549700,46354710.219,2021-07-28
2021-04,제주시,아라동,그외 기타 종합 소매업,26,11730000,46354710.219,2021-07-28
2021-04,제주시,아라동,관광 민예품 및 선물용품 소매업,45,3151000,46354710.219,2021-07-28
2021-04,제주시,삼양동,빵 및 과자류 소매업,3038,45144470,20109910.403,2021-07-28
2021-04,제주시,용담2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",11176,110835555,16349624.322999999,2021-07-28
2021-04,제주시,화북동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2307,36148090,25996203.316,2021-07-28
2021-04,제주시,용담2동,화장품 및 방향제 소매업,295,11072400,16349624.322999999,2021-07-28
2021-04,제주시,추자면,여행사업,1,70000,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,여관업,66,12316000,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,스포츠 및 레크레이션 용품 임대업,22,1783000,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,슈퍼마켓,1023,29356970,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,수산물 소매업,98,10979000,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,서양식 음식점업,120,1694500,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,일반유흥 주점업,18,3670000,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,비알콜 음료점업,104,1528000,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,과실 및 채소 소매업,105,5452860,1936236.3190000001,2021-07-28
2021-04,제주시,조천읍,휴양콘도 운영업,1511,279589619,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,화장품 및 방향제 소매업,58,1884400,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,호텔업,137,20248821,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,한식 음식점업,39241,1534223079,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2866,54345453,25152029.648000002,2021-07-28
2021-04,제주시,추자면,기타 주점업,100,18111000,1936236.3190000001,2021-07-28
2021-04,제주시,조천읍,체인화 편의점,32759,331756265,25152029.648000002,2021-07-28
2021-04,제주시,추자면,중식 음식점업,122,4981025,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,차량용 주유소 운영업,206,35251040,1936236.3190000001,2021-07-28
2021-04,제주시,한경면,비알콜 음료점업,360,7747900,8628623.294,2021-07-28
2021-04,제주시,한경면,내항 여객 운송업,120,5146000,8628623.294,2021-07-28
2021-04,제주시,한경면,기타음식료품위주종합소매업,3679,142695800,8628623.294,2021-07-28
2021-04,제주시,한경면,기타 주점업,27,5200000,8628623.294,2021-07-28
2021-04,제주시,한경면,기타 외국식 음식점업,182,6998000,8628623.294,2021-07-28
2021-04,제주시,한경면,기타 수상오락 서비스업,40,553000,8628623.294,2021-07-28
2021-04,제주시,추자면,차량용 가스 충전업,27,3802000,1936236.3190000001,2021-07-28
2021-04,제주시,한경면,그외 기타 종합 소매업,4,1030000,8628623.294,2021-07-28
2021-04,제주시,한경면,관광 민예품 및 선물용품 소매업,45,391500,8628623.294,2021-07-28
2021-04,제주시,한경면,과실 및 채소 소매업,595,19422700,8628623.294,2021-07-28
2021-04,제주시,한경면,골프장 운영업,1800,507550400,8628623.294,2021-07-28
2021-04,제주시,한경면,건강보조식품 소매업,1,80000,8628623.294,2021-07-28
2021-04,제주시,추자면,한식 음식점업,852,54414566,1936236.3190000001,2021-07-28
2021-04,제주시,추자면,체인화 편의점,1227,22064410,1936236.3190000001,2021-07-28
2021-04,제주시,한경면,그외 기타 스포츠시설 운영업,6,2175000,8628623.294,2021-07-28
2021-04,제주시,조천읍,차량용 주유소 운영업,9676,489027764,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,차량용 가스 충전업,278,49361610,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,중식 음식점업,2352,60124470,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,그외 기타 스포츠시설 운영업,46,7278000,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,관광 민예품 및 선물용품 소매업,1496,51844300,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,과실 및 채소 소매업,303,40023825,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,골프장 운영업,2825,506059200,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,건강보조식품 소매업,10,1128500,25152029.648000002,2021-07-28
2021-04,제주시,일도2동,화장품 및 방향제 소매업,373,37670210,27056859.525,2021-07-28
2021-04,제주시,조천읍,그외 기타 종합 소매업,4944,254022950,25152029.648000002,2021-07-28
2021-04,제주시,일도2동,한식 음식점업,25590,962833551,27056859.525,2021-07-28
2021-04,제주시,일도2동,체인화 편의점,26188,244778450,27056859.525,2021-07-28
2021-04,제주시,일도2동,차량용 주유소 운영업,5276,239022924,27056859.525,2021-07-28
2021-04,제주시,일도2동,중식 음식점업,879,23326500,27056859.525,2021-07-28
2021-04,제주시,일도2동,전시 및 행사 대행업,291,2594000,27056859.525,2021-07-28
2021-04,제주시,일도2동,일식 음식점업,925,70750000,27056859.525,2021-07-28
2021-04,제주시,일도2동,일반유흥 주점업,654,129360002,27056859.525,2021-07-28
2021-04,제주시,일도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",7016,71761980,27056859.525,2021-07-28
2021-04,제주시,조천읍,기타 수상오락 서비스업,113,5150100,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,기타 외국식 음식점업,233,5492000,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,기타 주점업,43,6703000,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,전시 및 행사 대행업,3708,104538300,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,일식 음식점업,1673,145205340,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,일반유흥 주점업,56,8684000,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,육류 소매업,743,93935429,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,욕탕업,331,5908000,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,여행사업,45,3651500,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,여관업,1857,143509190,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,스포츠 및 레크레이션 용품 임대업,635,31528100,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,슈퍼마켓,10812,385636470,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,수산물 소매업,367,27229750,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,서양식 음식점업,7629,176238736,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,빵 및 과자류 소매업,6938,128025810,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,비알콜 음료점업,3621,34803650,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,마사지업,10,1365000,25152029.648000002,2021-07-28
2021-04,제주시,조천읍,기타음식료품위주종합소매업,5656,181124400,25152029.648000002,2021-07-28
2021-04,제주시,한경면,빵 및 과자류 소매업,688,12241040,8628623.294,2021-07-28
2021-04,제주시,일도2동,육류 소매업,1458,74093510,27056859.525,2021-07-28
2021-04,제주시,한경면,서양식 음식점업,3518,81828905,8628623.294,2021-07-28
2021-04,제주시,한경면,슈퍼마켓,3511,91123300,8628623.294,2021-07-28
2021-04,제주시,화북동,비알콜 음료점업,2967,27590900,25996203.316,2021-07-28
2021-04,제주시,화북동,기타음식료품위주종합소매업,3,179000,25996203.316,2021-07-28
2021-04,제주시,화북동,기타 주점업,57,12860000,25996203.316,2021-07-28
2021-04,제주시,화북동,기타 외국식 음식점업,879,20582600,25996203.316,2021-07-28
2021-04,제주시,화북동,기타 대형 종합 소매업,7418,314536050,25996203.316,2021-07-28
2021-04,제주시,화북동,그외 기타 종합 소매업,2,1150000,25996203.316,2021-07-28
2021-04,제주시,화북동,빵 및 과자류 소매업,2540,36055560,25996203.316,2021-07-28
2021-04,제주시,화북동,관광 민예품 및 선물용품 소매업,534,86806100,25996203.316,2021-07-28
2021-04,제주시,화북동,건강보조식품 소매업,93,23138532,25996203.316,2021-07-28
2021-04,제주시,한림읍,휴양콘도 운영업,231,53135123,24305229.257,2021-07-28
2021-04,제주시,한림읍,화장품 및 방향제 소매업,249,10773950,24305229.257,2021-07-28
2021-04,제주시,한림읍,한식 음식점업,33092,1519845193,24305229.257,2021-07-28
2021-04,제주시,한림읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",1870,37729850,24305229.257,2021-07-28
2021-04,제주시,한림읍,체인화 편의점,32293,355248620,24305229.257,2021-07-28
2021-04,제주시,화북동,과실 및 채소 소매업,800,54444098,25996203.316,2021-07-28
2021-04,제주시,한림읍,차량용 주유소 운영업,8627,515120516,24305229.257,2021-07-28
2021-04,제주시,화북동,서양식 음식점업,1599,29208000,25996203.316,2021-07-28
2021-04,제주시,화북동,슈퍼마켓,11735,318670084,25996203.316,2021-07-28
2021-04,제주시,봉개동,여관업,5,2281000,6917712.252,2021-07-28
