년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
2021-01,제주시,연동,한식 음식점업,49211,2124801928,53249437.865,2021-07-28
2021-01,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3200,55535810,53249437.865,2021-07-28
2021-01,제주시,연동,화장품 및 방향제 소매업,977,96111400,53249437.865,2021-07-28
2021-01,제주시,오라동,건강보조식품 소매업,6,575600,19523177.874,2021-07-28
2021-01,제주시,오라동,빵 및 과자류 소매업,1008,25427250,19523177.874,2021-07-28
2021-01,제주시,오라동,과실 및 채소 소매업,117,10436210,19523177.874,2021-07-28
2021-01,제주시,오라동,관광 민예품 및 선물용품 소매업,53,9067500,19523177.874,2021-07-28
2021-01,제주시,오라동,그외 기타 스포츠시설 운영업,2,24000,19523177.874,2021-07-28
2021-01,제주시,오라동,그외 기타 종합 소매업,2918,143981820,19523177.874,2021-07-28
2021-01,제주시,오라동,기타 외국식 음식점업,183,3279000,19523177.874,2021-07-28
2021-01,제주시,오라동,기타음식료품위주종합소매업,34,1796110,19523177.874,2021-07-28
2021-01,제주시,오라동,비알콜 음료점업,2980,35043810,19523177.874,2021-07-28
2021-01,제주시,연동,호텔업,1626,371110381,53249437.865,2021-07-28
2021-01,제주시,오라동,골프장 운영업,1128,201060193,19523177.874,2021-07-28
2021-01,제주시,오라동,슈퍼마켓,9518,428046048,19523177.874,2021-07-28
2021-01,제주시,오라동,수산물 소매업,6,7205000,19523177.874,2021-07-28
2021-01,제주시,오라동,스포츠 및 레크레이션 용품 임대업,468,54118900,19523177.874,2021-07-28
2021-01,제주시,오라동,여관업,208,11457000,19523177.874,2021-07-28
2021-01,제주시,오라동,여행사업,117,6293300,19523177.874,2021-07-28
2021-01,제주시,오라동,육류 소매업,497,55916370,19523177.874,2021-07-28
2021-01,제주시,외도동,건강보조식품 소매업,33,3533700,14480571.603,2021-07-28
2021-01,제주시,오라동,자동차 임대업,113,11230790,19523177.874,2021-07-28
2021-01,제주시,오라동,중식 음식점업,236,6788000,19523177.874,2021-07-28
2021-01,제주시,오라동,차량용 가스 충전업,408,28038430,19523177.874,2021-07-28
2021-01,제주시,오라동,차량용 주유소 운영업,9609,521817665,19523177.874,2021-07-28
2021-01,제주시,오라동,체인화 편의점,11878,116990220,19523177.874,2021-07-28
2021-01,제주시,연동,체인화 편의점,82809,883709434,53249437.865,2021-07-28
2021-01,제주시,오라동,한식 음식점업,13971,460276112,19523177.874,2021-07-28
2021-01,제주시,오라동,화장품 및 방향제 소매업,13,6897000,19523177.874,2021-07-28
2021-01,제주시,오라동,서양식 음식점업,1344,23473200,19523177.874,2021-07-28
2021-01,제주시,오라동,일식 음식점업,85,21135900,19523177.874,2021-07-28
2021-01,제주시,애월읍,한식 음식점업,27167,1041195818,44616512.096,2021-07-28
2021-01,제주시,연동,차량용 가스 충전업,70,7056050,53249437.865,2021-07-28
2021-01,제주시,애월읍,호텔업,79,6682755,44616512.096,2021-07-28
2021-01,제주시,애월읍,화장품 및 방향제 소매업,173,7952760,44616512.096,2021-07-28
2021-01,제주시,외도동,과실 및 채소 소매업,498,41901590,14480571.603,2021-07-28
2021-01,제주시,애월읍,휴양콘도 운영업,48,7086000,44616512.096,2021-07-28
2021-01,제주시,연동,건강보조식품 소매업,214,18138450,53249437.865,2021-07-28
2021-01,제주시,연동,골프장 운영업,414,72054000,53249437.865,2021-07-28
2021-01,제주시,연동,과실 및 채소 소매업,593,53116650,53249437.865,2021-07-28
2021-01,제주시,연동,관광 민예품 및 선물용품 소매업,503,14687050,53249437.865,2021-07-28
2021-01,제주시,연동,그외 기타 종합 소매업,20,37800000,53249437.865,2021-07-28
2021-01,제주시,연동,기타 갬블링 및 베팅업,2,20000000,53249437.865,2021-07-28
2021-01,제주시,연동,기타 외국식 음식점업,667,42236000,53249437.865,2021-07-28
2021-01,제주시,연동,기타 주점업,2,5000000,53249437.865,2021-07-28
2021-01,제주시,연동,기타음식료품위주종합소매업,4,159000,53249437.865,2021-07-28
2021-01,제주시,연동,마사지업,50,5977000,53249437.865,2021-07-28
2021-01,제주시,연동,차량용 주유소 운영업,8608,429785157,53249437.865,2021-07-28
2021-01,제주시,연동,면세점,6,3272100,53249437.865,2021-07-28
2021-01,제주시,연동,서양식 음식점업,5441,161929936,53249437.865,2021-07-28
2021-01,제주시,연동,수산물 소매업,108,45322500,53249437.865,2021-07-28
2021-01,제주시,연동,슈퍼마켓,45516,1380487027,53249437.865,2021-07-28
2021-01,제주시,연동,스포츠 및 레크레이션 용품 임대업,2118,303107760,53249437.865,2021-07-28
2021-01,제주시,연동,여관업,2522,205392217,53249437.865,2021-07-28
2021-01,제주시,연동,여행사업,71,37432710,53249437.865,2021-07-28
2021-01,제주시,연동,욕탕업,351,7981000,53249437.865,2021-07-28
2021-01,제주시,연동,육류 소매업,510,26862310,53249437.865,2021-07-28
2021-01,제주시,연동,일반유흥 주점업,2,600000,53249437.865,2021-07-28
2021-01,제주시,연동,일식 음식점업,2658,213952600,53249437.865,2021-07-28
2021-01,제주시,연동,자동차 임대업,1180,53411272,53249437.865,2021-07-28
2021-01,제주시,연동,전시 및 행사 대행업,717,7789450,53249437.865,2021-07-28
2021-01,제주시,연동,정기 항공 운송업,14623,862831826,53249437.865,2021-07-28
2021-01,제주시,연동,중식 음식점업,4335,132467515,53249437.865,2021-07-28
2021-01,제주시,연동,비알콜 음료점업,9796,102556550,53249437.865,2021-07-28
2021-01,제주시,연동,빵 및 과자류 소매업,9460,148626640,53249437.865,2021-07-28
2021-01,제주시,용담1동,수산물 소매업,72,8379000,8015343.25,2021-07-28
2021-01,제주시,외도동,그외 기타 종합 소매업,2,100000,14480571.603,2021-07-28
2021-01,제주시,용담1동,여행사업,9,6990160,8015343.25,2021-07-28
2021-01,제주시,용담1동,욕탕업,11,77000,8015343.25,2021-07-28
2021-01,제주시,용담1동,육류 소매업,1372,117391049,8015343.25,2021-07-28
2021-01,제주시,용담1동,일식 음식점업,164,17411500,8015343.25,2021-07-28
2021-01,제주시,용담1동,자동차 임대업,163,3590850,8015343.25,2021-07-28
2021-01,제주시,용담1동,중식 음식점업,384,12272500,8015343.25,2021-07-28
2021-01,제주시,용담1동,차량용 가스 충전업,505,14996769,8015343.25,2021-07-28
2021-01,제주시,용담1동,차량용 주유소 운영업,1822,83060673,8015343.25,2021-07-28
2021-01,제주시,용담1동,체인화 편의점,6174,60755170,8015343.25,2021-07-28
2021-01,제주시,용담1동,택시 운송업,31,277760,8015343.25,2021-07-28
2021-01,제주시,용담1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",459,7363900,8015343.25,2021-07-28
2021-01,제주시,용담1동,한식 음식점업,4550,183256495,8015343.25,2021-07-28
2021-01,제주시,용담1동,호텔업,4,460000,8015343.25,2021-07-28
2021-01,제주시,용담1동,화장품 및 방향제 소매업,15,2455000,8015343.25,2021-07-28
2021-01,제주시,용담2동,건강보조식품 소매업,9,1143600,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,과실 및 채소 소매업,558,59323180,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,관광 민예품 및 선물용품 소매업,3892,120684350,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,육류 소매업,574,27665450,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,욕탕업,16,111000,14309571.670999998,2021-07-28
2021-01,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2462,49701750,44616512.096,2021-07-28
2021-01,제주시,용담2동,여행사업,243,30046491,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,여관업,250,14656959,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,스포츠 및 레크레이션 용품 임대업,231,7861500,14309571.670999998,2021-07-28
2021-01,제주시,용담1동,여관업,69,7028750,8015343.25,2021-07-28
2021-01,제주시,용담2동,슈퍼마켓,12652,271539650,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,서양식 음식점업,1898,30981870,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,빵 및 과자류 소매업,5806,88861000,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,비알콜 음료점업,4742,43497975,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,면세점,34581,4710851958,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,마사지업,3,280000,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,기타 외국식 음식점업,96,4831000,14309571.670999998,2021-07-28
2021-01,제주시,용담2동,수산물 소매업,379,31924770,14309571.670999998,2021-07-28
2021-01,제주시,외도동,관광 민예품 및 선물용품 소매업,1,300000,14480571.603,2021-07-28
2021-01,제주시,용담1동,스포츠 및 레크레이션 용품 임대업,28,1929000,8015343.25,2021-07-28
2021-01,제주시,용담1동,서양식 음식점업,200,3715300,8015343.25,2021-07-28
2021-01,제주시,외도동,기타 외국식 음식점업,654,13319500,14480571.603,2021-07-28
2021-01,제주시,외도동,기타음식료품위주종합소매업,295,18143570,14480571.603,2021-07-28
2021-01,제주시,외도동,마사지업,6,770000,14480571.603,2021-07-28
2021-01,제주시,외도동,비알콜 음료점업,2190,18205450,14480571.603,2021-07-28
2021-01,제주시,외도동,빵 및 과자류 소매업,3108,43152061,14480571.603,2021-07-28
2021-01,제주시,외도동,서양식 음식점업,1883,38010030,14480571.603,2021-07-28
2021-01,제주시,외도동,수산물 소매업,166,13125500,14480571.603,2021-07-28
2021-01,제주시,외도동,슈퍼마켓,18165,484574390,14480571.603,2021-07-28
2021-01,제주시,외도동,스포츠 및 레크레이션 용품 임대업,173,7649000,14480571.603,2021-07-28
2021-01,제주시,외도동,여관업,265,14247200,14480571.603,2021-07-28
2021-01,제주시,외도동,여행사업,1,473000,14480571.603,2021-07-28
2021-01,제주시,외도동,육류 소매업,446,118615735,14480571.603,2021-07-28
2021-01,제주시,외도동,일식 음식점업,497,40423100,14480571.603,2021-07-28
2021-01,제주시,외도동,자동차 임대업,284,19272900,14480571.603,2021-07-28
2021-01,제주시,외도동,전시 및 행사 대행업,7,1245000,14480571.603,2021-07-28
2021-01,제주시,외도동,중식 음식점업,1438,39632750,14480571.603,2021-07-28
2021-01,제주시,외도동,차량용 가스 충전업,1001,64008831,14480571.603,2021-07-28
2021-01,제주시,용담1동,빵 및 과자류 소매업,439,11074600,8015343.25,2021-07-28
2021-01,제주시,용담1동,비알콜 음료점업,39,1190700,8015343.25,2021-07-28
2021-01,제주시,용담1동,기타 외국식 음식점업,12,484000,8015343.25,2021-07-28
2021-01,제주시,용담1동,기타 수상오락 서비스업,10,1152000,8015343.25,2021-07-28
2021-01,제주시,용담1동,그외 기타 종합 소매업,3,5320000,8015343.25,2021-07-28
2021-01,제주시,용담1동,관광 민예품 및 선물용품 소매업,2,1338000,8015343.25,2021-07-28
2021-01,제주시,용담1동,슈퍼마켓,1590,21675910,8015343.25,2021-07-28
2021-01,제주시,용담1동,과실 및 채소 소매업,386,34975680,8015343.25,2021-07-28
2021-01,제주시,외도동,화장품 및 방향제 소매업,220,10320470,14480571.603,2021-07-28
2021-01,제주시,외도동,호텔업,197,16589076,14480571.603,2021-07-28
2021-01,제주시,외도동,한식 음식점업,12365,457372699,14480571.603,2021-07-28
2021-01,제주시,외도동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2681,49150700,14480571.603,2021-07-28
2021-01,제주시,외도동,체인화 편의점,17862,196781750,14480571.603,2021-07-28
2021-01,제주시,외도동,차량용 주유소 운영업,3797,244037480,14480571.603,2021-07-28
2021-01,제주시,용담1동,건강보조식품 소매업,5,1336000,8015343.25,2021-07-28
2021-01,제주시,애월읍,체인화 편의점,35051,396607210,44616512.096,2021-07-28
2021-01,제주시,삼양동,기타 외국식 음식점업,83,3169000,22918134.374,2021-07-28
2021-01,제주시,애월읍,차량용 가스 충전업,386,35877474,44616512.096,2021-07-28
2021-01,제주시,삼도1동,한식 음식점업,6781,231035848,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,호텔업,165,30798642,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,화장품 및 방향제 소매업,83,10622305,12453688.599000001,2021-07-28
2021-01,제주시,삼도2동,건강보조식품 소매업,10,1105300,7256940.266,2021-07-28
2021-01,제주시,삼도2동,과실 및 채소 소매업,178,26919000,7256940.266,2021-07-28
2021-01,제주시,삼도2동,관광 민예품 및 선물용품 소매업,88,6552700,7256940.266,2021-07-28
2021-01,제주시,삼도2동,그외 기타 스포츠시설 운영업,1,19000,7256940.266,2021-07-28
2021-01,제주시,삼도2동,그외 기타 종합 소매업,71,137330000,7256940.266,2021-07-28
2021-01,제주시,삼도2동,기타 대형 종합 소매업,14654,1190966790,7256940.266,2021-07-28
2021-01,제주시,삼도2동,기타 외국식 음식점업,112,4388000,7256940.266,2021-07-28
2021-01,제주시,삼도2동,비알콜 음료점업,61,525000,7256940.266,2021-07-28
2021-01,제주시,삼도2동,빵 및 과자류 소매업,1074,14111205,7256940.266,2021-07-28
2021-01,제주시,삼도2동,서양식 음식점업,741,15012540,7256940.266,2021-07-28
2021-01,제주시,삼도2동,수산물 소매업,21,20558000,7256940.266,2021-07-28
2021-01,제주시,삼도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",537,12034600,12453688.599000001,2021-07-28
2021-01,제주시,삼도2동,슈퍼마켓,2408,48067919,7256940.266,2021-07-28
2021-01,제주시,삼도2동,여관업,192,18712840,7256940.266,2021-07-28
2021-01,제주시,삼도2동,여행사업,4,248800,7256940.266,2021-07-28
2021-01,제주시,삼도2동,욕탕업,24,1375000,7256940.266,2021-07-28
2021-01,제주시,삼도2동,육류 소매업,76,13592990,7256940.266,2021-07-28
2021-01,제주시,삼도2동,일식 음식점업,213,10835800,7256940.266,2021-07-28
2021-01,제주시,삼도2동,전시 및 행사 대행업,7,377700,7256940.266,2021-07-28
2021-01,제주시,삼도2동,중식 음식점업,623,15948100,7256940.266,2021-07-28
2021-01,제주시,삼도2동,체인화 편의점,14055,151015270,7256940.266,2021-07-28
2021-01,제주시,삼도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",517,7513314,7256940.266,2021-07-28
2021-01,제주시,삼도2동,한식 음식점업,11357,381645371,7256940.266,2021-07-28
2021-01,제주시,삼도2동,호텔업,882,126436922,7256940.266,2021-07-28
2021-01,제주시,삼도2동,화장품 및 방향제 소매업,28,12316484,7256940.266,2021-07-28
2021-01,제주시,삼양동,건강보조식품 소매업,2,200000,22918134.374,2021-07-28
2021-01,제주시,삼양동,과실 및 채소 소매업,391,43911525,22918134.374,2021-07-28
2021-01,제주시,삼도2동,스포츠 및 레크레이션 용품 임대업,214,33981600,7256940.266,2021-07-28
2021-01,제주시,삼도1동,체인화 편의점,11807,115143700,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,차량용 주유소 운영업,662,35021877,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,중식 음식점업,1026,29989000,12453688.599000001,2021-07-28
2021-01,제주시,봉개동,서양식 음식점업,469,6336650,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,슈퍼마켓,5182,132617480,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,여관업,6,4312000,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,육류 소매업,30,40089000,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,일식 음식점업,150,5787000,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,전시 및 행사 대행업,5,57000,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,중식 음식점업,243,6102500,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,차량용 가스 충전업,53,4274000,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,차량용 주유소 운영업,4710,308691995,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,체인화 편의점,4217,47286270,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,한식 음식점업,2555,77425100,6012472.607999999,2021-07-28
2021-01,제주시,봉개동,휴양콘도 운영업,181,28452000,6012472.607999999,2021-07-28
2021-01,제주시,삼도1동,건강보조식품 소매업,77,12319877,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,과실 및 채소 소매업,198,67678150,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,관광 민예품 및 선물용품 소매업,31,5075000,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,그외 기타 스포츠시설 운영업,1,230000,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,그외 기타 종합 소매업,6,10935000,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,일식 음식점업,195,12655500,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,일반유흥 주점업,1,1000000,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,육류 소매업,563,69251483,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,욕탕업,50,4160500,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,여행사업,2,4043000,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,여관업,424,30808671,12453688.599000001,2021-07-28
2021-01,제주시,삼양동,그외 기타 종합 소매업,8,17915000,22918134.374,2021-07-28
2021-01,제주시,삼도1동,스포츠 및 레크레이션 용품 임대업,96,38227000,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,수산물 소매업,24,1482000,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,서양식 음식점업,573,8680300,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,빵 및 과자류 소매업,1684,25741270,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,비알콜 음료점업,408,3340900,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,기타 주점업,1,400000,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,기타 외국식 음식점업,141,3917500,12453688.599000001,2021-07-28
2021-01,제주시,삼도1동,슈퍼마켓,20138,610843780,12453688.599000001,2021-07-28
2021-01,제주시,애월읍,차량용 주유소 운영업,20452,1532879978,44616512.096,2021-07-28
2021-01,제주시,용담2동,일식 음식점업,986,35432800,14309571.670999998,2021-07-28
2021-01,제주시,삼양동,비알콜 음료점업,3621,27093220,22918134.374,2021-07-28
2021-01,제주시,아라동,전시 및 행사 대행업,20,1953000,44123133.943,2021-07-28
2021-01,제주시,아라동,중식 음식점업,2309,70402000,44123133.943,2021-07-28
2021-01,제주시,아라동,차량용 가스 충전업,470,48098047,44123133.943,2021-07-28
2021-01,제주시,아라동,차량용 주유소 운영업,6308,375377559,44123133.943,2021-07-28
2021-01,제주시,아라동,체인화 편의점,43963,471759107,44123133.943,2021-07-28
2021-01,제주시,아라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3592,74790470,44123133.943,2021-07-28
2021-01,제주시,아라동,한식 음식점업,25817,952039962,44123133.943,2021-07-28
2021-01,제주시,아라동,화장품 및 방향제 소매업,149,15868770,44123133.943,2021-07-28
2021-01,제주시,애월읍,건강보조식품 소매업,6,800000,44616512.096,2021-07-28
2021-01,제주시,애월읍,골프장 운영업,1055,223258010,44616512.096,2021-07-28
2021-01,제주시,애월읍,과실 및 채소 소매업,907,109683610,44616512.096,2021-07-28
2021-01,제주시,애월읍,관광 민예품 및 선물용품 소매업,1997,40098550,44616512.096,2021-07-28
2021-01,제주시,애월읍,그외 기타 스포츠시설 운영업,35,6665250,44616512.096,2021-07-28
2021-01,제주시,애월읍,그외 기타 종합 소매업,23,32145000,44616512.096,2021-07-28
2021-01,제주시,아라동,일식 음식점업,1658,99180700,44123133.943,2021-07-28
2021-01,제주시,애월읍,기타 외국식 음식점업,960,24375500,44616512.096,2021-07-28
2021-01,제주시,애월읍,마사지업,6,780000,44616512.096,2021-07-28
2021-01,제주시,애월읍,비알콜 음료점업,3607,40321560,44616512.096,2021-07-28
2021-01,제주시,애월읍,빵 및 과자류 소매업,4926,99625650,44616512.096,2021-07-28
2021-01,제주시,애월읍,서양식 음식점업,10280,241986287,44616512.096,2021-07-28
2021-01,제주시,애월읍,수산물 소매업,134,12639000,44616512.096,2021-07-28
2021-01,제주시,애월읍,슈퍼마켓,9363,232497618,44616512.096,2021-07-28
2021-01,제주시,애월읍,스포츠 및 레크레이션 용품 임대업,464,13992500,44616512.096,2021-07-28
2021-01,제주시,애월읍,여관업,1586,174737088,44616512.096,2021-07-28
2021-01,제주시,애월읍,여행사업,1,880000,44616512.096,2021-07-28
2021-01,제주시,애월읍,육류 소매업,293,37402578,44616512.096,2021-07-28
2021-01,제주시,애월읍,일식 음식점업,1218,75953850,44616512.096,2021-07-28
2021-01,제주시,애월읍,자동차 임대업,128,10205940,44616512.096,2021-07-28
2021-01,제주시,애월읍,전시 및 행사 대행업,308,11992170,44616512.096,2021-07-28
2021-01,제주시,애월읍,중식 음식점업,2471,67590140,44616512.096,2021-07-28
2021-01,제주시,애월읍,기타음식료품위주종합소매업,20591,1136213546,44616512.096,2021-07-28
2021-01,제주시,아라동,육류 소매업,1036,67215300,44123133.943,2021-07-28
2021-01,제주시,아라동,욕탕업,15,121000,44123133.943,2021-07-28
2021-01,제주시,아라동,여관업,273,31710015,44123133.943,2021-07-28
2021-01,제주시,삼양동,빵 및 과자류 소매업,3178,46460760,22918134.374,2021-07-28
2021-01,제주시,삼양동,서양식 음식점업,2349,37865020,22918134.374,2021-07-28
2021-01,제주시,삼양동,수산물 소매업,415,22864000,22918134.374,2021-07-28
2021-01,제주시,삼양동,슈퍼마켓,22185,691861552,22918134.374,2021-07-28
2021-01,제주시,삼양동,스포츠 및 레크레이션 용품 임대업,462,18162720,22918134.374,2021-07-28
2021-01,제주시,삼양동,여관업,118,9000250,22918134.374,2021-07-28
2021-01,제주시,삼양동,욕탕업,129,3804000,22918134.374,2021-07-28
2021-01,제주시,삼양동,육류 소매업,831,98046217,22918134.374,2021-07-28
2021-01,제주시,삼양동,일식 음식점업,566,29823769,22918134.374,2021-07-28
2021-01,제주시,삼양동,전시 및 행사 대행업,12,7807000,22918134.374,2021-07-28
2021-01,제주시,삼양동,중식 음식점업,1839,48777100,22918134.374,2021-07-28
2021-01,제주시,삼양동,차량용 가스 충전업,252,32324590,22918134.374,2021-07-28
2021-01,제주시,삼양동,차량용 주유소 운영업,4160,290292382,22918134.374,2021-07-28
2021-01,제주시,삼양동,체인화 편의점,18211,199665680,22918134.374,2021-07-28
2021-01,제주시,삼양동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2822,43135250,22918134.374,2021-07-28
2021-01,제주시,삼양동,한식 음식점업,12445,419412527,22918134.374,2021-07-28
2021-01,제주시,삼양동,화장품 및 방향제 소매업,354,13289176,22918134.374,2021-07-28
2021-01,제주시,아라동,스포츠 및 레크레이션 용품 임대업,205,30967674,44123133.943,2021-07-28
2021-01,제주시,아라동,슈퍼마켓,27039,732509693,44123133.943,2021-07-28
2021-01,제주시,아라동,수산물 소매업,305,6324920,44123133.943,2021-07-28
2021-01,제주시,아라동,서양식 음식점업,9041,198189903,44123133.943,2021-07-28
2021-01,제주시,아라동,빵 및 과자류 소매업,6080,103748870,44123133.943,2021-07-28
2021-01,제주시,아라동,비알콜 음료점업,8418,72741150,44123133.943,2021-07-28
2021-01,제주시,삼양동,기타음식료품위주종합소매업,2246,55820390,22918134.374,2021-07-28
2021-01,제주시,아라동,마사지업,4,195000,44123133.943,2021-07-28
2021-01,제주시,아라동,기타 외국식 음식점업,1402,44586600,44123133.943,2021-07-28
2021-01,제주시,아라동,그외 기타 종합 소매업,38,31310000,44123133.943,2021-07-28
2021-01,제주시,아라동,관광 민예품 및 선물용품 소매업,1,18000,44123133.943,2021-07-28
2021-01,제주시,아라동,과실 및 채소 소매업,254,26285600,44123133.943,2021-07-28
2021-01,제주시,아라동,골프장 운영업,334,31680950,44123133.943,2021-07-28
2021-01,제주시,아라동,건강보조식품 소매업,13,2371800,44123133.943,2021-07-28
2021-01,제주시,아라동,기타음식료품위주종합소매업,4049,179602860,44123133.943,2021-07-28
2021-01,제주시,용담2동,자동차 임대업,5686,453594307,14309571.670999998,2021-07-28
2021-01,제주시,이도2동,일식 음식점업,3125,145986890,60429430.338999994,2021-07-28
2021-01,제주시,용담2동,중식 음식점업,1839,38054900,14309571.670999998,2021-07-28
2021-01,제주시,조천읍,택시 운송업,2,880000,24077105.296,2021-07-28
2021-01,제주시,조천읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",1991,36294100,24077105.296,2021-07-28
2021-01,제주시,조천읍,한식 음식점업,21162,746549170,24077105.296,2021-07-28
2021-01,제주시,조천읍,호텔업,50,6347916,24077105.296,2021-07-28
2021-01,제주시,조천읍,화장품 및 방향제 소매업,39,1920400,24077105.296,2021-07-28
2021-01,제주시,조천읍,휴양콘도 운영업,193,38991710,24077105.296,2021-07-28
2021-01,제주시,추자면,과실 및 채소 소매업,48,6521180,2062031.573,2021-07-28
2021-01,제주시,추자면,비알콜 음료점업,66,912000,2062031.573,2021-07-28
2021-01,제주시,추자면,서양식 음식점업,106,1427500,2062031.573,2021-07-28
2021-01,제주시,추자면,수산물 소매업,46,5550000,2062031.573,2021-07-28
2021-01,제주시,추자면,슈퍼마켓,1079,35489250,2062031.573,2021-07-28
2021-01,제주시,추자면,스포츠 및 레크레이션 용품 임대업,39,1042500,2062031.573,2021-07-28
2021-01,제주시,추자면,여관업,36,4076000,2062031.573,2021-07-28
2021-01,제주시,추자면,여행사업,1,70000,2062031.573,2021-07-28
2021-01,제주시,조천읍,체인화 편의점,21819,238574140,24077105.296,2021-07-28
2021-01,제주시,추자면,차량용 가스 충전업,35,3402000,2062031.573,2021-07-28
2021-01,제주시,추자면,체인화 편의점,1303,24113520,2062031.573,2021-07-28
2021-01,제주시,추자면,한식 음식점업,623,36987600,2062031.573,2021-07-28
2021-01,제주시,한경면,골프장 운영업,1083,237573800,8474217.763,2021-07-28
2021-01,제주시,한경면,과실 및 채소 소매업,733,69692750,8474217.763,2021-07-28
2021-01,제주시,한경면,관광 민예품 및 선물용품 소매업,21,457500,8474217.763,2021-07-28
2021-01,제주시,한경면,그외 기타 스포츠시설 운영업,9,3920000,8474217.763,2021-07-28
2021-01,제주시,한경면,그외 기타 종합 소매업,2,940000,8474217.763,2021-07-28
2021-01,제주시,한경면,기타 수상오락 서비스업,6,110000,8474217.763,2021-07-28
2021-01,제주시,한경면,기타 외국식 음식점업,175,5727000,8474217.763,2021-07-28
2021-01,제주시,한경면,기타음식료품위주종합소매업,2891,109528160,8474217.763,2021-07-28
2021-01,제주시,한경면,내항 여객 운송업,30,1261000,8474217.763,2021-07-28
2021-01,제주시,한경면,비알콜 음료점업,260,5668700,8474217.763,2021-07-28
2021-01,제주시,한경면,빵 및 과자류 소매업,314,4961200,8474217.763,2021-07-28
2021-01,제주시,한경면,서양식 음식점업,1796,40030320,8474217.763,2021-07-28
2021-01,제주시,추자면,차량용 주유소 운영업,222,23084300,2062031.573,2021-07-28
2021-01,제주시,한경면,수산물 소매업,58,16347000,8474217.763,2021-07-28
2021-01,제주시,조천읍,차량용 주유소 운영업,7069,420313696,24077105.296,2021-07-28
2021-01,제주시,조천읍,중식 음식점업,1658,45284360,24077105.296,2021-07-28
2021-01,제주시,일도2동,육류 소매업,1665,85593260,30379415.879,2021-07-28
2021-01,제주시,일도2동,일식 음식점업,513,41073000,30379415.879,2021-07-28
2021-01,제주시,일도2동,중식 음식점업,876,24900021,30379415.879,2021-07-28
2021-01,제주시,일도2동,차량용 주유소 운영업,4755,214556741,30379415.879,2021-07-28
2021-01,제주시,일도2동,체인화 편의점,26602,275129240,30379415.879,2021-07-28
2021-01,제주시,일도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",6496,71731560,30379415.879,2021-07-28
2021-01,제주시,일도2동,한식 음식점업,19910,745373973,30379415.879,2021-07-28
2021-01,제주시,일도2동,화장품 및 방향제 소매업,323,26167560,30379415.879,2021-07-28
